Transaction Type,Timekeeper Nickname 1,Client Nickname 1,Activity Nickname 1,Reference Nickname 1,Extra,Transaction Date,Hold
Time,SamS,Saugus,Water Feature,EEE-Project,Slip: t1666,7/28/2013,No
Time,ShawnR,Savoy,Pave,III-Project,Slip: t1667,7/28/2013,No
Time,TomH,Scituate,DemoL,OOO-Project,Slip: t1668,7/28/2013,No
Time,CoreyM,Seekonk,Build Structure,SEEKO-Project01,Slip: t1669,7/28/2013,No
Time,ElvisP,Sharon,DemoS,SHARO-Project02,Slip: t1670,7/28/2013,No
Time,JamesR,Sheffield,Fix,UUU-Project,Slip: t1671,7/28/2013,No
Time,SamS,Shelburne,DesignS,,Slip: t1672,7/28/2013,No
Time,ShawnR,Sherborn,Bid,AAA-Project,Slip: t1673,7/29/2013,No
Time,TomH,Shirley,Clean,EEE-Project,Slip: t1674,7/29/2013,No
Time,CoreyM,Shrewsbury,DesignL,III-Project,Slip: t1675,7/29/2013,Yes
Time,ElvisP,Shutesbury,Planting,OOO-Project,Slip: t1676,7/29/2013,No
Time,JamesR,Somerset,Lot Maintenance,SOMER-Project01,Slip: t1677,7/29/2013,No
Time,SamS,Somerville,Water Feature,SOMER-Project02,Slip: t1678,7/29/2013,No
Time,ShawnR,South Hadley,Pave,UUU-Project,Slip: t1679,7/29/2013,No
Time,TomH,Southampton,DemoL,,Slip: t1680,7/29/2013,No
Time,CoreyM,Southborough,Build Structure,AAA-Project,Slip: t1681,7/30/2013,No
Time,ElvisP,Southbridge,DemoS,EEE-Project,Slip: t1682,7/30/2013,No
Time,JamesR,Southwick,Fix,III-Project,Slip: t1683,7/30/2013,No
Time,SamS,Spencer,DesignS,OOO-Project,Slip: t1684,7/30/2013,No
Time,ShawnR,Springfield,Bid,SPRIN-Project01,Slip: t1685,7/30/2013,No
Time,TomH,Sterling,Clean,STERL-Project02,Slip: t1686,7/30/2013,No
Time,CoreyM,Stockbridge,DesignL,UUU-Project,Slip: t1687,7/30/2013,No
Time,ElvisP,Stoneham,Planting,,Slip: t1688,7/30/2013,No
Time,JamesR,Stoughton,Lot Maintenance,AAA-Project,Slip: t1689,7/31/2013,No
Time,SamS,Stow,Water Feature,EEE-Project,Slip: t1690,7/31/2013,No
Time,ShawnR,Sturbridge,Pave,III-Project,Slip: t1691,7/31/2013,No
Time,TomH,Sudbury,DemoL,OOO-Project,Slip: t1692,7/31/2013,No
Time,CoreyM,Sunderland,Build Structure,SUNDE-Project01,Slip: t1693,7/31/2013,No
Time,ElvisP,Sutton,DemoS,SUTTO-Project02,Slip: t1694,7/31/2013,No
Time,JamesR,Swampscott,Fix,UUU-Project,Slip: t1695,7/31/2013,No
Time,SamS,Swansea,DesignS,,Slip: t1696,7/31/2013,No
Time,ShawnR,Taunton,Bid,AAA-Project,Slip: t1697,8/1/2013,No
Time,TomH,Templeton,Clean,EEE-Project,Slip: t1698,8/1/2013,No
Time,CoreyM,Tewksbury,DesignL,III-Project,Slip: t1699,8/1/2013,No
Time,ElvisP,Tisbury,Planting,OOO-Project,Slip: t1700,8/1/2013,Yes
Time,JamesR,Tolland,Lot Maintenance,TOLLA-Project01,Slip: t1701,8/1/2013,No
Time,SamS,Topsfield,Water Feature,TOPSF-Project02,Slip: t1702,8/1/2013,No
Time,ShawnR,Townsend,Pave,UUU-Project,Slip: t1703,8/1/2013,No
Time,TomH,Truro,DemoL,,Slip: t1704,8/1/2013,No
Time,CoreyM,Tyngsborough,Build Structure,AAA-Project,Slip: t1705,8/2/2013,No
Time,ElvisP,Tyringham,DemoS,EEE-Project,Slip: t1706,8/2/2013,No
Time,JamesR,Upton,Fix,III-Project,Slip: t1707,8/2/2013,No
Time,SamS,Uxbridge,DesignS,OOO-Project,Slip: t1708,8/2/2013,No
Time,ShawnR,Wakefield,Bid,UUU-Project,Slip: t1709,8/2/2013,No
Time,TomH,Wales,Clean,WALES-Project01,Slip: t1710,8/2/2013,No
Time,CoreyM,Walpole,DesignL,WALPO-Project02,Slip: t1711,8/2/2013,No
Time,ElvisP,Waltham,Planting,,Slip: t1712,8/2/2013,No
Time,JamesR,Ware,Lot Maintenance,AAA-Project,Slip: t1713,8/3/2013,No
Time,SamS,Wareham,Water Feature,EEE-Project,Slip: t1714,8/3/2013,No
Time,ShawnR,Warren,Pave,III-Project,Slip: t1715,8/3/2013,No
Time,TomH,Warwick,DemoL,OOO-Project,Slip: t1716,8/3/2013,No
Time,CoreyM,Washington,Build Structure,UUU-Project,Slip: t1717,8/3/2013,No
Time,ElvisP,Watertown,DemoS,WATER-Project01,Slip: t1718,8/3/2013,No
Time,JamesR,Wayland,Fix,WAYLA-Project02,Slip: t1719,8/3/2013,No
Time,SamS,Webster,DesignS,,Slip: t1720,8/3/2013,No
Time,ShawnR,Wellesley,Bid,AAA-Project,Slip: t1721,8/4/2013,No
Time,TomH,Wellfleet,Clean,EEE-Project,Slip: t1722,8/4/2013,No
Time,CoreyM,Wendell,DesignL,III-Project,Slip: t1723,8/4/2013,No
Time,ElvisP,Wenham,Planting,OOO-Project,Slip: t1724,8/4/2013,No
Time,JamesR,West Boylston,Lot Maintenance,UUU-Project,Slip: t1725,8/4/2013,Yes
Time,SamS,West Bridgewater,Water Feature,WESTB-Project01,Slip: t1726,8/4/2013,No
Time,ShawnR,West Brookfield,Pave,WESTB-Project02,Slip: t1727,8/4/2013,No
Time,TomH,West Newbury,DemoL,,Slip: t1728,8/4/2013,No
Time,CoreyM,West Springfield,Build Structure,AAA-Project,Slip: t1729,8/5/2013,No
Time,ElvisP,West Stockbridge,DemoS,EEE-Project,Slip: t1730,8/5/2013,No
Time,JamesR,West Tisbury,Fix,III-Project,Slip: t1731,8/5/2013,No
Time,SamS,Westborough,DesignS,OOO-Project,Slip: t1732,8/5/2013,No
Time,ShawnR,Westfield,Bid,UUU-Project,Slip: t1733,8/5/2013,No
Time,TomH,Westford,Clean,WESTF-Project01,Slip: t1734,8/5/2013,No
Time,CoreyM,Westhampton,DesignL,WESTH-Project02,Slip: t1735,8/5/2013,No
Time,ElvisP,Westminster,Planting,,Slip: t1736,8/5/2013,No
Time,JamesR,Weston,Lot Maintenance,AAA-Project,Slip: t1737,8/6/2013,No
Time,SamS,Westport,Water Feature,EEE-Project,Slip: t1738,8/6/2013,No
Time,ShawnR,Westwood,Pave,III-Project,Slip: t1739,8/6/2013,No
Time,TomH,Weymouth,DemoL,OOO-Project,Slip: t1740,8/6/2013,No
Time,CoreyM,Whately,Build Structure,UUU-Project,Slip: t1741,8/6/2013,No
Time,ElvisP,Whitman,DemoS,WHITM-Project01,Slip: t1742,8/6/2013,No
Time,JamesR,Wilbraham,Fix,WILBR-Project02,Slip: t1743,8/6/2013,No
Time,SamS,Williamsburg,DesignS,,Slip: t1744,8/6/2013,No
Time,ShawnR,Williamstown,Bid,AAA-Project,Slip: t1745,8/7/2013,No
Time,TomH,Wilmington,Clean,EEE-Project,Slip: t1746,8/7/2013,No
Time,CoreyM,Winchendon,DesignL,III-Project,Slip: t1747,8/7/2013,No
Time,ElvisP,Winchester,Planting,OOO-Project,Slip: t1748,8/7/2013,No
Time,JamesR,Windsor,Lot Maintenance,UUU-Project,Slip: t1749,8/7/2013,No
Time,SamS,Winthrop,Water Feature,WINTH-Project01,Slip: t1750,8/7/2013,Yes
Time,ShawnR,Woburn,Pave,WOBUR-Project02,Slip: t1751,8/7/2013,No
Time,TomH,Worcester,DemoL,,Slip: t1752,8/7/2013,No
Time,CoreyM,Worthington,Build Structure,AAA-Project,Slip: t1753,8/8/2013,No
Time,ElvisP,Wrentham,DemoS,EEE-Project,Slip: t1754,8/8/2013,No
Time,JamesR,Yarmouth,Fix,III-Project,Slip: t1755,8/8/2013,No
Time,SamS,Abington,DesignS,EEE-Project,Slip: t1756,8/8/2013,No
Time,ShawnR,Acton,Bid,III-Project,Slip: t1757,8/8/2013,No
Time,TomH,Acushnet,Clean,OOO-Project,Slip: t1758,8/8/2013,No
Time,CoreyM,Adams,DesignL,UUU-Project,Slip: t1759,8/8/2013,No
Time,ElvisP,Agawam,Planting,,Slip: t1760,8/8/2013,No
Time,JamesR,Alford,Lot Maintenance,AAA-Project,Slip: t1761,8/9/2013,No
Time,SamS,Amesbury,Water Feature,AMESB-Project01,Slip: t1762,8/9/2013,No
Time,ShawnR,Amherst,Pave,AMHER-Project02,Slip: t1763,8/9/2013,No
Time,TomH,Andover,DemoL,EEE-Project,Slip: t1764,8/9/2013,No
Time,CoreyM,Aquinnah,Build Structure,III-Project,Slip: t1765,8/9/2013,No
Time,ElvisP,Arlington,DemoS,OOO-Project,Slip: t1766,8/9/2013,No
Time,JamesR,Ashburnham,Fix,UUU-Project,Slip: t1767,8/9/2013,No
Time,SamS,Ashby,DesignS,,Slip: t1768,8/9/2013,No
Time,ShawnR,Ashfield,Bid,AAA-Project,Slip: t1769,8/10/2013,No
Time,TomH,Ashland,Clean,ASHLA-Project01,Slip: t1770,8/10/2013,No
Time,CoreyM,Athol,DesignL,ATHOL-Project02,Slip: t1771,8/10/2013,No
Time,ElvisP,Attleboro,Planting,EEE-Project,Slip: t1772,8/10/2013,No
Time,JamesR,Auburn,Lot Maintenance,III-Project,Slip: t1773,8/10/2013,No
Time,SamS,Avon,Water Feature,OOO-Project,Slip: t1774,8/10/2013,No
Time,ShawnR,Ayer,Pave,UUU-Project,Slip: t1775,8/10/2013,Yes
Time,TomH,Barnstable,DemoL,,Slip: t1776,8/10/2013,No
Time,CoreyM,Barre,Build Structure,AAA-Project,Slip: t1777,8/11/2013,No
Time,ElvisP,Becket,DemoS,BECKE-Project01,Slip: t1778,8/11/2013,No
Time,JamesR,Bedford,Fix,BEDFO-Project02,Slip: t1779,8/11/2013,No
Time,SamS,Belchertown,DesignS,EEE-Project,Slip: t1780,8/11/2013,No
Time,ShawnR,Bellingham,Bid,III-Project,Slip: t1781,8/11/2013,No
Time,TomH,Belmont,Clean,OOO-Project,Slip: t1782,8/11/2013,No
Time,CoreyM,Berkley,DesignL,UUU-Project,Slip: t1783,8/11/2013,No
Time,ElvisP,Berlin,Planting,,Slip: t1784,8/11/2013,No
Time,JamesR,Bernardston,Lot Maintenance,AAA-Project,Slip: t1785,8/12/2013,No
Time,SamS,Beverly,Water Feature,BEVER-Project01,Slip: t1786,8/12/2013,No
Time,ShawnR,Billerica,Pave,BILLE-Project02,Slip: t1787,8/12/2013,No
Time,TomH,Blackstone,DemoL,EEE-Project,Slip: t1788,8/12/2013,No
Time,CoreyM,Blandford,Build Structure,III-Project,Slip: t1789,8/12/2013,No
Time,ElvisP,Bolton,DemoS,OOO-Project,Slip: t1790,8/12/2013,No
Time,JamesR,Boston,Fix,UUU-Project,Slip: t1791,8/12/2013,No
Time,SamS,Bourne,DesignS,,Slip: t1792,8/12/2013,No
Time,ShawnR,Boxborough,Bid,AAA-Project,Slip: t1793,8/13/2013,No
Time,TomH,Boxford,Clean,BOXFO-Project01,Slip: t1794,8/13/2013,No
Time,CoreyM,Boylston,DesignL,BOYLS-Project02,Slip: t1795,8/13/2013,No
Time,ElvisP,Braintree,Planting,EEE-Project,Slip: t1796,8/13/2013,No
Time,JamesR,Brewster,Lot Maintenance,III-Project,Slip: t1797,8/13/2013,No
Time,SamS,Bridgewater,Water Feature,OOO-Project,Slip: t1798,8/13/2013,No
Time,ShawnR,Brimfield,Pave,UUU-Project,Slip: t1799,8/13/2013,No
Time,TomH,Brockton,DemoL,,Slip: t1800,8/13/2013,Yes
Time,CoreyM,Brookfield,Build Structure,AAA-Project,Slip: t1801,8/14/2013,No
Time,ElvisP,Brookline,DemoS,BROOK-Project01,Slip: t1802,8/14/2013,No
Time,JamesR,Buckland,Fix,BUCKL-Project02,Slip: t1803,8/14/2013,No
Time,SamS,Burlington,DesignS,EEE-Project,Slip: t1804,8/14/2013,No
Time,ShawnR,Cambridge,Bid,III-Project,Slip: t1805,8/14/2013,No
Time,TomH,Canton,Clean,OOO-Project,Slip: t1806,8/14/2013,No
Time,CoreyM,Carlisle,DesignL,UUU-Project,Slip: t1807,8/14/2013,No
Time,ElvisP,Carver,Planting,,Slip: t1808,8/14/2013,No
Time,JamesR,Charlemont,Lot Maintenance,AAA-Project,Slip: t1809,8/15/2013,No
Time,SamS,Charlton,Water Feature,CHARL-Project01,Slip: t1810,8/15/2013,No
Time,ShawnR,Chatham,Pave,CHATH-Project02,Slip: t1811,8/15/2013,No
Time,TomH,Chelmsford,DemoL,EEE-Project,Slip: t1812,8/15/2013,No
Time,CoreyM,Chelsea,Build Structure,III-Project,Slip: t1813,8/15/2013,No
Time,ElvisP,Cheshire,DemoS,OOO-Project,Slip: t1814,8/15/2013,No
Time,JamesR,Chester,Fix,UUU-Project,Slip: t1815,8/15/2013,No
Time,SamS,Chesterfield,DesignS,,Slip: t1816,8/15/2013,No
Time,ShawnR,Chicopee,Bid,AAA-Project,Slip: t1817,8/16/2013,No
Time,TomH,Chilmark,Clean,CHILM-Project01,Slip: t1818,8/16/2013,No
Time,CoreyM,Clarksburg,DesignL,CLARK-Project02,Slip: t1819,8/16/2013,No
Time,ElvisP,Clinton,Planting,EEE-Project,Slip: t1820,8/16/2013,No
Time,JamesR,Cohasset,Lot Maintenance,III-Project,Slip: t1821,8/16/2013,No
Time,SamS,Colrain,Water Feature,OOO-Project,Slip: t1822,8/16/2013,No
Time,ShawnR,Concord,Pave,UUU-Project,Slip: t1823,8/16/2013,No
Time,TomH,Conway,DemoL,,Slip: t1824,8/16/2013,No
Time,CoreyM,Cummington,Build Structure,AAA-Project,Slip: t1825,8/17/2013,Yes
Time,ElvisP,Dalton,DemoS,DALTO-Project01,Slip: t1826,8/17/2013,No
Time,JamesR,Danvers,Fix,DANVE-Project02,Slip: t1827,8/17/2013,No
Time,SamS,Dartmouth,DesignS,EEE-Project,Slip: t1828,8/17/2013,No
Time,ShawnR,Dedham,Bid,III-Project,Slip: t1829,8/17/2013,No
Time,TomH,Deerfield,Clean,OOO-Project,Slip: t1830,8/17/2013,No
Time,CoreyM,Dennis,DesignL,UUU-Project,Slip: t1831,8/17/2013,No
Time,ElvisP,Dighton,Planting,,Slip: t1832,8/17/2013,No
Time,JamesR,Douglas,Lot Maintenance,AAA-Project,Slip: t1833,8/18/2013,No
Time,SamS,Dover,Water Feature,DOVER-Project01,Slip: t1834,8/18/2013,No
Time,ShawnR,Dracut,Pave,DRACU-Project02,Slip: t1835,8/18/2013,No
Time,TomH,Dudley,DemoL,EEE-Project,Slip: t1836,8/18/2013,No
Time,CoreyM,Dunstable,Build Structure,III-Project,Slip: t1837,8/18/2013,No
Time,ElvisP,Duxbury,DemoS,OOO-Project,Slip: t1838,8/18/2013,No
Time,JamesR,East Bridgewater,Fix,UUU-Project,Slip: t1839,8/18/2013,No
Time,SamS,East Brookfield,DesignS,,Slip: t1840,8/18/2013,No
Time,ShawnR,East Longmeadow,Bid,AAA-Project,Slip: t1841,8/19/2013,No
Time,TomH,Eastham,Clean,EASTH-Project01,Slip: t1842,8/19/2013,No
Time,CoreyM,Easthampton,DesignL,EASTH-Project02,Slip: t1843,8/19/2013,No
Time,ElvisP,Easton,Planting,EEE-Project,Slip: t1844,8/19/2013,No
Time,JamesR,Edgartown,Lot Maintenance,III-Project,Slip: t1845,8/19/2013,No
Time,SamS,Egremont,Water Feature,OOO-Project,Slip: t1846,8/19/2013,No
Time,ShawnR,Erving,Pave,UUU-Project,Slip: t1847,8/19/2013,No
Time,TomH,Essex,DemoL,,Slip: t1848,8/19/2013,No
Time,CoreyM,Everett,Build Structure,AAA-Project,Slip: t1849,8/20/2013,No
Time,ElvisP,Fairhaven,DemoS,EEE-Project,Slip: t1850,8/20/2013,Yes
Time,JamesR,Fall River,Fix,FALLR-Project01,Slip: t1851,8/20/2013,No
Time,SamS,Falmouth,DesignS,FALMO-Project02,Slip: t1852,8/20/2013,No
Time,ShawnR,Fitchburg,Bid,III-Project,Slip: t1853,8/20/2013,No
Time,TomH,Florida,Clean,OOO-Project,Slip: t1854,8/20/2013,No
Time,CoreyM,Foxborough,DesignL,UUU-Project,Slip: t1855,8/20/2013,No
Time,ElvisP,Framingham,Planting,,Slip: t1856,8/20/2013,No
Time,JamesR,Franklin,Lot Maintenance,AAA-Project,Slip: t1857,8/21/2013,No
Time,SamS,Freetown,Water Feature,EEE-Project,Slip: t1858,8/21/2013,No
Time,ShawnR,Gardner,Pave,GARDN-Project01,Slip: t1859,8/21/2013,No
Time,TomH,Georgetown,DemoL,GEORG-Project02,Slip: t1860,8/21/2013,No
Time,CoreyM,Gill,Build Structure,III-Project,Slip: t1861,8/21/2013,No
Time,ElvisP,Gloucester,DemoS,OOO-Project,Slip: t1862,8/21/2013,No
Time,JamesR,Goshen,Fix,UUU-Project,Slip: t1863,8/21/2013,No
Time,SamS,Gosnold,DesignS,,Slip: t1864,8/21/2013,No
Time,ShawnR,Grafton,Bid,AAA-Project,Slip: t1865,8/22/2013,No
Time,TomH,Granby,Clean,EEE-Project,Slip: t1866,8/22/2013,No
Time,CoreyM,Granville,DesignL,GRANV-Project01,Slip: t1867,8/22/2013,No
Time,ElvisP,Great Barrington,Planting,GREAT-Project02,Slip: t1868,8/22/2013,No
Time,JamesR,Greenfield,Lot Maintenance,III-Project,Slip: t1869,8/22/2013,No
Time,SamS,Groton,Water Feature,OOO-Project,Slip: t1870,8/22/2013,No
Time,ShawnR,Groveland,Pave,UUU-Project,Slip: t1871,8/22/2013,No
Time,TomH,Hadley,DemoL,,Slip: t1872,8/22/2013,No
Time,CoreyM,Halifax,Build Structure,AAA-Project,Slip: t1873,8/23/2013,No
Time,ElvisP,Hamilton,DemoS,EEE-Project,Slip: t1874,8/23/2013,No
Time,JamesR,Hampden,Fix,HAMPD-Project01,Slip: t1875,8/23/2013,Yes
Time,SamS,Hancock,DesignS,HANCO-Project02,Slip: t1876,8/23/2013,No
Time,ShawnR,Hanover,Bid,III-Project,Slip: t1877,8/23/2013,No
Time,TomH,Hanson,Clean,OOO-Project,Slip: t1878,8/23/2013,No
Time,CoreyM,Hardwick,DesignL,UUU-Project,Slip: t1879,8/23/2013,No
Time,ElvisP,Harvard,Planting,,Slip: t1880,8/23/2013,No
Time,JamesR,Harwich,Lot Maintenance,AAA-Project,Slip: t1881,8/24/2013,No
Time,SamS,Hatfield,Water Feature,EEE-Project,Slip: t1882,8/24/2013,No
Time,ShawnR,Haverhill,Pave,HAVER-Project01,Slip: t1883,8/24/2013,No
Time,TomH,Hawley,DemoL,HAWLE-Project02,Slip: t1884,8/24/2013,No
Time,CoreyM,Heath,Build Structure,III-Project,Slip: t1885,8/24/2013,No
Time,ElvisP,Hingham,DemoS,OOO-Project,Slip: t1886,8/24/2013,No
Time,JamesR,Hinsdale,Fix,UUU-Project,Slip: t1887,8/24/2013,No
Time,SamS,Holbrook,DesignS,,Slip: t1888,8/24/2013,No
Time,ShawnR,Holden,Bid,AAA-Project,Slip: t1889,8/25/2013,No
Time,TomH,Holland,Clean,EEE-Project,Slip: t1890,8/25/2013,No
Time,CoreyM,Holliston,DesignL,HOLLI-Project01,Slip: t1891,8/25/2013,No
Time,ElvisP,Holyoke,Planting,HOLYO-Project02,Slip: t1892,8/25/2013,No
Time,JamesR,Hopedale,Lot Maintenance,III-Project,Slip: t1893,8/25/2013,No
Time,SamS,Hopkinton,Water Feature,OOO-Project,Slip: t1894,8/25/2013,No
Time,ShawnR,Hubbardston,Pave,UUU-Project,Slip: t1895,8/25/2013,No
Time,TomH,Hudson,DemoL,,Slip: t1896,8/25/2013,No
Time,CoreyM,Hull,Build Structure,AAA-Project,Slip: t1897,8/26/2013,No
Time,ElvisP,Huntington,DemoS,EEE-Project,Slip: t1898,8/26/2013,No
Time,JamesR,Ipswich,Fix,III-Project,Slip: t1899,8/26/2013,No
Time,SamS,Kingston,DesignS,KINGS-Project01,Slip: t1900,8/26/2013,Yes
Time,ShawnR,Lakeville,Bid,LAKEV-Project02,Slip: t1901,8/26/2013,No
Time,TomH,Lancaster,Clean,OOO-Project,Slip: t1902,8/26/2013,No
Time,CoreyM,Lanesborough,DesignL,UUU-Project,Slip: t1903,8/26/2013,No
Time,ElvisP,Lawrence,Planting,,Slip: t1904,8/26/2013,No
Time,JamesR,Lee,Lot Maintenance,AAA-Project,Slip: t1905,8/27/2013,No
Time,SamS,Leicester,Water Feature,EEE-Project,Slip: t1906,8/27/2013,No
Time,ShawnR,Lenox,Pave,III-Project,Slip: t1907,8/27/2013,No
Time,TomH,Leominster,DemoL,LEOMI-Project01,Slip: t1908,8/27/2013,No
Time,CoreyM,Leverett,Build Structure,LEVER-Project02,Slip: t1909,8/27/2013,No
Time,ElvisP,Lexington,DemoS,OOO-Project,Slip: t1910,8/27/2013,No
Time,JamesR,Leyden,Fix,UUU-Project,Slip: t1911,8/27/2013,No
Time,SamS,Lincoln,DesignS,,Slip: t1912,8/27/2013,No
Time,ShawnR,Littleton,Bid,AAA-Project,Slip: t1913,8/28/2013,No
Time,TomH,Longmeadow,Clean,EEE-Project,Slip: t1914,8/28/2013,No
Time,CoreyM,Lowell,DesignL,III-Project,Slip: t1915,8/28/2013,No
Time,ElvisP,Ludlow,Planting,LUDLO-Project01,Slip: t1916,8/28/2013,No
Time,JamesR,Lunenburg,Lot Maintenance,LUNEN-Project02,Slip: t1917,8/28/2013,No
Time,SamS,Lynn,Water Feature,OOO-Project,Slip: t1918,8/28/2013,No
Time,ShawnR,Lynnfield,Pave,UUU-Project,Slip: t1919,8/28/2013,No
Time,TomH,Malden,DemoL,,Slip: t1920,8/28/2013,No
Time,CoreyM,Manchester-by-the-Sea,Build Structure,AAA-Project,Slip: t1921,8/29/2013,No
Time,ElvisP,Mansfield,DemoS,EEE-Project,Slip: t1922,8/29/2013,No
Time,JamesR,Marblehead,Fix,III-Project,Slip: t1923,8/29/2013,No
Time,SamS,Marion,DesignS,MARIO-Project01,Slip: t1924,8/29/2013,No
Time,ShawnR,Marlborough,Bid,MARLB-Project02,Slip: t1925,8/29/2013,Yes
Time,TomH,Marshfield,Clean,OOO-Project,Slip: t1926,8/29/2013,No
Time,CoreyM,Mashpee,DesignL,UUU-Project,Slip: t1927,8/29/2013,No
Time,ElvisP,Mattapoisett,Planting,,Slip: t1928,8/29/2013,No
Time,JamesR,Maynard,Lot Maintenance,AAA-Project,Slip: t1929,8/30/2013,No
Time,SamS,Medfield,Water Feature,EEE-Project,Slip: t1930,8/30/2013,No
Time,ShawnR,Medford,Pave,III-Project,Slip: t1931,8/30/2013,No
Time,TomH,Medway,DemoL,MEDWA-Project01,Slip: t1932,8/30/2013,No
Time,CoreyM,Melrose,Build Structure,MELRO-Project02,Slip: t1933,8/30/2013,No
Time,ElvisP,Mendon,DemoS,OOO-Project,Slip: t1934,8/30/2013,No
Time,JamesR,Merrimac,Fix,UUU-Project,Slip: t1935,8/30/2013,No
Time,SamS,Methuen,DesignS,,Slip: t1936,8/30/2013,No
Time,ShawnR,Middleborough,Bid,AAA-Project,Slip: t1937,8/31/2013,No
Time,TomH,Middlefield,Clean,EEE-Project,Slip: t1938,8/31/2013,No
Time,CoreyM,Middleton,DesignL,III-Project,Slip: t1939,8/31/2013,No
Time,ElvisP,Milford,Planting,MILFO-Project01,Slip: t1940,8/31/2013,No
Time,JamesR,Millbury,Lot Maintenance,MILLB-Project02,Slip: t1941,8/31/2013,No
Time,SamS,Millis,Water Feature,OOO-Project,Slip: t1942,8/31/2013,No
Time,ShawnR,Millville,Pave,UUU-Project,Slip: t1943,8/31/2013,No
Time,TomH,Milton,DemoL,,Slip: t1944,8/31/2013,No
Time,CoreyM,Monroe,Build Structure,AAA-Project,Slip: t1945,9/1/2013,No
Time,ElvisP,Monson,DemoS,EEE-Project,Slip: t1946,9/1/2013,No
Time,JamesR,Montague,Fix,III-Project,Slip: t1947,9/1/2013,No
Time,SamS,Monterey,DesignS,MONTE-Project01,Slip: t1948,9/1/2013,No
Time,ShawnR,Montgomery,Bid,MONTG-Project02,Slip: t1949,9/1/2013,No
Time,TomH,Mount Washington,Clean,OOO-Project,Slip: t1950,9/1/2013,Yes
Time,CoreyM,Nahant,DesignL,UUU-Project,Slip: t1951,9/1/2013,No
Time,ElvisP,Nantucket,Planting,,Slip: t1952,9/1/2013,No
Time,JamesR,Natick,Lot Maintenance,AAA-Project,Slip: t1953,9/2/2013,No
Time,SamS,Needham,Water Feature,EEE-Project,Slip: t1954,9/2/2013,No
Time,ShawnR,New Ashford,Pave,III-Project,Slip: t1955,9/2/2013,No
Time,TomH,New Bedford,DemoL,NEWBE-Project01,Slip: t1956,9/2/2013,No
Time,CoreyM,New Braintree,Build Structure,NEWBR-Project02,Slip: t1957,9/2/2013,No
Time,ElvisP,New Marlborough,DemoS,OOO-Project,Slip: t1958,9/2/2013,No
Time,JamesR,New Salem,Fix,UUU-Project,Slip: t1959,9/2/2013,No
Time,SamS,Newbury,DesignS,,Slip: t1960,9/2/2013,No
Time,ShawnR,Newburyport,Bid,AAA-Project,Slip: t1961,9/3/2013,No
Time,TomH,Newton,Clean,EEE-Project,Slip: t1962,9/3/2013,No
Time,CoreyM,Norfolk,DesignL,III-Project,Slip: t1963,9/3/2013,No
Time,ElvisP,North Adams,Planting,NORTH-Project01,Slip: t1964,9/3/2013,No
Time,JamesR,North Andover,Lot Maintenance,NORTH-Project02,Slip: t1965,9/3/2013,No
Time,SamS,North Attleborough,Water Feature,OOO-Project,Slip: t1966,9/3/2013,No
Time,ShawnR,North Brookfield,Pave,UUU-Project,Slip: t1967,9/3/2013,No
Time,TomH,North Reading,DemoL,,Slip: t1968,9/3/2013,No
Time,CoreyM,Northampton,Build Structure,AAA-Project,Slip: t1969,9/4/2013,No
Time,ElvisP,Northborough,DemoS,EEE-Project,Slip: t1970,9/4/2013,No
Time,JamesR,Northbridge,Fix,III-Project,Slip: t1971,9/4/2013,No
Time,SamS,Northfield,DesignS,NORTH-Project01,Slip: t1972,9/4/2013,No
Time,ShawnR,Norton,Bid,NORTO-Project02,Slip: t1973,9/4/2013,No
Time,TomH,Norwell,Clean,OOO-Project,Slip: t1974,9/4/2013,No
Time,CoreyM,Norwood,DesignL,UUU-Project,Slip: t1975,9/4/2013,Yes
Time,ElvisP,Oak Bluffs,Planting,,Slip: t1976,9/4/2013,No
Time,JamesR,Oakham,Lot Maintenance,AAA-Project,Slip: t1977,9/5/2013,No
Time,SamS,Orange,Water Feature,EEE-Project,Slip: t1978,9/5/2013,No
Time,ShawnR,Orleans,Pave,III-Project,Slip: t1979,9/5/2013,No
Time,TomH,Otis,DemoL,OOO-Project,Slip: t1980,9/5/2013,No
Time,CoreyM,Oxford,Build Structure,OXFOR-Project01,Slip: t1981,9/5/2013,No
Time,ElvisP,Palmer,DemoS,PALME-Project02,Slip: t1982,9/5/2013,No
Time,JamesR,Paxton,Fix,UUU-Project,Slip: t1983,9/5/2013,No
Time,SamS,Peabody,DesignS,,Slip: t1984,9/5/2013,No
Time,ShawnR,Pelham,Bid,AAA-Project,Slip: t1985,9/6/2013,No
Time,TomH,Pembroke,Clean,EEE-Project,Slip: t1986,9/6/2013,No
Time,CoreyM,Pepperell,DesignL,III-Project,Slip: t1987,9/6/2013,No
Time,ElvisP,Peru,Planting,OOO-Project,Slip: t1988,9/6/2013,No
Time,JamesR,Petersham,Lot Maintenance,PETER-Project01,Slip: t1989,9/6/2013,No
Time,SamS,Phillipston,Water Feature,PHILL-Project02,Slip: t1990,9/6/2013,No
Time,ShawnR,Pittsfield,Pave,UUU-Project,Slip: t1991,9/6/2013,No
Time,TomH,Plainfield,DemoL,,Slip: t1992,9/6/2013,No
Time,CoreyM,Plainville,Build Structure,AAA-Project,Slip: t1993,9/7/2013,No
Time,ElvisP,Plymouth,DemoS,EEE-Project,Slip: t1994,9/7/2013,No
